S/N,Year,Month,Day,HS of Year,EB of Year,HS of Month,EB of Month,HS of Day,EB of Day,Season
21267,1981,2,26,8,10,7,3,2,12,1
21268,1981,2,27,8,10,7,3,3,1,1
21269,1981,2,28,8,10,7,3,4,2,1
21270,1981,3,1,8,10,7,3,5,3,1
21271,1981,3,2,8,10,7,3,6,4,1
21272,1981,3,3,8,10,7,3,7,5,1
21273,1981,3,4,8,10,7,3,8,6,1
21274,1981,3,5,8,10,7,3,9,7,1
21275,1981,3,6,8,10,8,4,10,8,2
21276,1981,3,7,8,10,8,4,1,9,2
21277,1981,3,8,8,10,8,4,2,10,2
21278,1981,3,9,8,10,8,4,3,11,2
21279,1981,3,10,8,10,8,4,4,12,2
21280,1981,3,11,8,10,8,4,5,1,2
21281,1981,3,12,8,10,8,4,6,2,2
21282,1981,3,13,8,10,8,4,7,3,2
21283,1981,3,14,8,10,8,4,8,4,2
21284,1981,3,15,8,10,8,4,9,5,2
21285,1981,3,16,8,10,8,4,10,6,2
21286,1981,3,17,8,10,8,4,1,7,2
21287,1981,3,18,8,10,8,4,2,8,2
21288,1981,3,19,8,10,8,4,3,9,2
21289,1981,3,20,8,10,8,4,4,10,2
21290,1981,3,21,8,10,8,4,5,11,2
21291,1981,3,22,8,10,8,4,6,12,2
21292,1981,3,23,8,10,8,4,7,1,2
21293,1981,3,24,8,10,8,4,8,2,2
21294,1981,3,25,8,10,8,4,9,3,2
21295,1981,3,26,8,10,8,4,10,4,2
21296,1981,3,27,8,10,8,4,1,5,2
21297,1981,3,28,8,10,8,4,2,6,2
21298,1981,3,29,8,10,8,4,3,7,2
21299,1981,3,30,8,10,8,4,4,8,2
21300,1981,3,31,8,10,8,4,5,9,2
21301,1981,4,1,8,10,8,4,6,10,2
21302,1981,4,2,8,10,8,4,7,11,2
21303,1981,4,3,8,10,8,4,8,12,2
21304,1981,4,4,8,10,8,4,9,1,2
21305,1981,4,5,8,10,9,5,10,2,3
21306,1981,4,6,8,10,9,5,1,3,3
21307,1981,4,7,8,10,9,5,2,4,3
21308,1981,4,8,8,10,9,5,3,5,3
21309,1981,4,9,8,10,9,5,4,6,3
21310,1981,4,10,8,10,9,5,5,7,3
21311,1981,4,11,8,10,9,5,6,8,3
21312,1981,4,12,8,10,9,5,7,9,3
21313,1981,4,13,8,10,9,5,8,10,3
21314,1981,4,14,8,10,9,5,9,11,3
21315,1981,4,15,8,10,9,5,10,12,3
21316,1981,4,16,8,10,9,5,1,1,3
21317,1981,4,17,8,10,9,5,2,2,3
21318,1981,4,18,8,10,9,5,3,3,3
21319,1981,4,19,8,10,9,5,4,4,3
21320,1981,4,20,8,10,9,5,5,5,3
21321,1981,4,21,8,10,9,5,6,6,3
21322,1981,4,22,8,10,9,5,7,7,3
21323,1981,4,23,8,10,9,5,8,8,3
21324,1981,4,24,8,10,9,5,9,9,3
21325,1981,4,25,8,10,9,5,10,10,3
21326,1981,4,26,8,10,9,5,1,11,3
21327,1981,4,27,8,10,9,5,2,12,3
21328,1981,4,28,8,10,9,5,3,1,3
21329,1981,4,29,8,10,9,5,4,2,3
21330,1981,4,30,8,10,9,5,5,3,3
21331,1981,5,1,8,10,9,5,6,4,3
21332,1981,5,2,8,10,9,5,7,5,3
21333,1981,5,3,8,10,9,5,8,6,3
21334,1981,5,4,8,10,9,5,9,7,3
21335,1981,5,5,8,10,10,6,10,8,4
21336,1981,5,6,8,10,10,6,1,9,4
21337,1981,5,7,8,10,10,6,2,10,4
21338,1981,5,8,8,10,10,6,3,11,4
21339,1981,5,9,8,10,10,6,4,12,4
21340,1981,5,10,8,10,10,6,5,1,4
21341,1981,5,11,8,10,10,6,6,2,4
21342,1981,5,12,8,10,10,6,7,3,4
21343,1981,5,13,8,10,10,6,8,4,4
21344,1981,5,14,8,10,10,6,9,5,4
21345,1981,5,15,8,10,10,6,10,6,4
21346,1981,5,16,8,10,10,6,1,7,4
21347,1981,5,17,8,10,10,6,2,8,4
21348,1981,5,18,8,10,10,6,3,9,4
21349,1981,5,19,8,10,10,6,4,10,4
21350,1981,5,20,8,10,10,6,5,11,4
21351,1981,5,21,8,10,10,6,6,12,4
21352,1981,5,22,8,10,10,6,7,1,4
21353,1981,5,23,8,10,10,6,8,2,4
21354,1981,5,24,8,10,10,6,9,3,4
21355,1981,5,25,8,10,10,6,10,4,4
21356,1981,5,26,8,10,10,6,1,5,4
21357,1981,5,27,8,10,10,6,2,6,4
21358,1981,5,28,8,10,10,6,3,7,4
21359,1981,5,29,8,10,10,6,4,8,4
21360,1981,5,30,8,10,10,6,5,9,4
21361,1981,5,31,8,10,10,6,6,10,4
21362,1981,6,1,8,10,10,6,7,11,4
21363,1981,6,2,8,10,10,6,8,12,4
21364,1981,6,3,8,10,10,6,9,1,4
21365,1981,6,4,8,10,10,6,10,2,4
21366,1981,6,5,8,10,10,6,1,3,4
21367,1981,6,6,8,10,1,7,2,4,5
21368,1981,6,7,8,10,1,7,3,5,5
21369,1981,6,8,8,10,1,7,4,6,5
21370,1981,6,9,8,10,1,7,5,7,5
21371,1981,6,10,8,10,1,7,6,8,5
21372,1981,6,11,8,10,1,7,7,9,5
21373,1981,6,12,8,10,1,7,8,10,5
21374,1981,6,13,8,10,1,7,9,11,5
21375,1981,6,14,8,10,1,7,10,12,5
21376,1981,6,15,8,10,1,7,1,1,5
21377,1981,6,16,8,10,1,7,2,2,5
21378,1981,6,17,8,10,1,7,3,3,5
21379,1981,6,18,8,10,1,7,4,4,5
21380,1981,6,19,8,10,1,7,5,5,5
21381,1981,6,20,8,10,1,7,6,6,5
21382,1981,6,21,8,10,1,7,7,7,5
21383,1981,6,22,8,10,1,7,8,8,5
21384,1981,6,23,8,10,1,7,9,9,5
21385,1981,6,24,8,10,1,7,10,10,5
21386,1981,6,25,8,10,1,7,1,11,5
21387,1981,6,26,8,10,1,7,2,12,5
21388,1981,6,27,8,10,1,7,3,1,5
21389,1981,6,28,8,10,1,7,4,2,5
21390,1981,6,29,8,10,1,7,5,3,5
21391,1981,6,30,8,10,1,7,6,4,5
21392,1981,7,1,8,10,1,7,7,5,5
21393,1981,7,2,8,10,1,7,8,6,5
21394,1981,7,3,8,10,1,7,9,7,5
21395,1981,7,4,8,10,1,7,10,8,5
21396,1981,7,5,8,10,1,7,1,9,5
21397,1981,7,6,8,10,1,7,2,10,5
21398,1981,7,7,8,10,2,8,3,11,6
21399,1981,7,8,8,10,2,8,4,12,6
21400,1981,7,9,8,10,2,8,5,1,6
21401,1981,7,10,8,10,2,8,6,2,6
21402,1981,7,11,8,10,2,8,7,3,6
21403,1981,7,12,8,10,2,8,8,4,6
21404,1981,7,13,8,10,2,8,9,5,6
21405,1981,7,14,8,10,2,8,10,6,6
21406,1981,7,15,8,10,2,8,1,7,6
21407,1981,7,16,8,10,2,8,2,8,6
21408,1981,7,17,8,10,2,8,3,9,6
21409,1981,7,18,8,10,2,8,4,10,6
21410,1981,7,19,8,10,2,8,5,11,6
21411,1981,7,20,8,10,2,8,6,12,6
21412,1981,7,21,8,10,2,8,7,1,6
21413,1981,7,22,8,10,2,8,8,2,6
21414,1981,7,23,8,10,2,8,9,3,6
21415,1981,7,24,8,10,2,8,10,4,6
21416,1981,7,25,8,10,2,8,1,5,6
21417,1981,7,26,8,10,2,8,2,6,6
21418,1981,7,27,8,10,2,8,3,7,6
21419,1981,7,28,8,10,2,8,4,8,6
21420,1981,7,29,8,10,2,8,5,9,6
21421,1981,7,30,8,10,2,8,6,10,6
21422,1981,7,31,8,10,2,8,7,11,6
21423,1981,8,1,8,10,2,8,8,12,6
21424,1981,8,2,8,10,2,8,9,1,6
21425,1981,8,3,8,10,2,8,10,2,6
21426,1981,8,4,8,10,2,8,1,3,6
21427,1981,8,5,8,10,2,8,2,4,6
21428,1981,8,6,8,10,2,8,3,5,6
21429,1981,8,7,8,10,3,9,4,6,7
21430,1981,8,8,8,10,3,9,5,7,7
21431,1981,8,9,8,10,3,9,6,8,7
21432,1981,8,10,8,10,3,9,7,9,7
21433,1981,8,11,8,10,3,9,8,10,7
21434,1981,8,12,8,10,3,9,9,11,7
21435,1981,8,13,8,10,3,9,10,12,7
21436,1981,8,14,8,10,3,9,1,1,7
21437,1981,8,15,8,10,3,9,2,2,7
21438,1981,8,16,8,10,3,9,3,3,7
21439,1981,8,17,8,10,3,9,4,4,7
21440,1981,8,18,8,10,3,9,5,5,7
21441,1981,8,19,8,10,3,9,6,6,7
21442,1981,8,20,8,10,3,9,7,7,7
21443,1981,8,21,8,10,3,9,8,8,7
21444,1981,8,22,8,10,3,9,9,9,7
21445,1981,8,23,8,10,3,9,10,10,7
21446,1981,8,24,8,10,3,9,1,11,7
21447,1981,8,25,8,10,3,9,2,12,7
21448,1981,8,26,8,10,3,9,3,1,7
21449,1981,8,27,8,10,3,9,4,2,7
21450,1981,8,28,8,10,3,9,5,3,7
21451,1981,8,29,8,10,3,9,6,4,7
21452,1981,8,30,8,10,3,9,7,5,7
21453,1981,8,31,8,10,3,9,8,6,7
21454,1981,9,1,8,10,3,9,9,7,7
21455,1981,9,2,8,10,3,9,10,8,7
21456,1981,9,3,8,10,3,9,1,9,7
21457,1981,9,4,8,10,3,9,2,10,7
21458,1981,9,5,8,10,3,9,3,11,7
21459,1981,9,6,8,10,3,9,4,12,7
21460,1981,9,7,8,10,3,9,5,1,7
21461,1981,9,8,8,10,4,10,6,2,8
21462,1981,9,9,8,10,4,10,7,3,8
21463,1981,9,10,8,10,4,10,8,4,8
21464,1981,9,11,8,10,4,10,9,5,8
21465,1981,9,12,8,10,4,10,10,6,8
21466,1981,9,13,8,10,4,10,1,7,8
21467,1981,9,14,8,10,4,10,2,8,8
21468,1981,9,15,8,10,4,10,3,9,8
21469,1981,9,16,8,10,4,10,4,10,8
21470,1981,9,17,8,10,4,10,5,11,8
21471,1981,9,18,8,10,4,10,6,12,8
21472,1981,9,19,8,10,4,10,7,1,8
21473,1981,9,20,8,10,4,10,8,2,8
21474,1981,9,21,8,10,4,10,9,3,8
21475,1981,9,22,8,10,4,10,10,4,8
21476,1981,9,23,8,10,4,10,1,5,8
21477,1981,9,24,8,10,4,10,2,6,8
21478,1981,9,25,8,10,4,10,3,7,8
21479,1981,9,26,8,10,4,10,4,8,8
21480,1981,9,27,8,10,4,10,5,9,8
21481,1981,9,28,8,10,4,10,6,10,8
21482,1981,9,29,8,10,4,10,7,11,8
21483,1981,9,30,8,10,4,10,8,12,8
21484,1981,10,1,8,10,4,10,9,1,8
21485,1981,10,2,8,10,4,10,10,2,8
21486,1981,10,3,8,10,4,10,1,3,8
21487,1981,10,4,8,10,4,10,2,4,8
21488,1981,10,5,8,10,4,10,3,5,8
21489,1981,10,6,8,10,4,10,4,6,8
21490,1981,10,7,8,10,4,10,5,7,8
21491,1981,10,8,8,10,5,11,6,8,9
21492,1981,10,9,8,10,5,11,7,9,9
21493,1981,10,10,8,10,5,11,8,10,9
21494,1981,10,11,8,10,5,11,9,11,9
21495,1981,10,12,8,10,5,11,10,12,9
21496,1981,10,13,8,10,5,11,1,1,9
21497,1981,10,14,8,10,5,11,2,2,9
21498,1981,10,15,8,10,5,11,3,3,9
21499,1981,10,16,8,10,5,11,4,4,9
21500,1981,10,17,8,10,5,11,5,5,9
21501,1981,10,18,8,10,5,11,6,6,9
21502,1981,10,19,8,10,5,11,7,7,9
21503,1981,10,20,8,10,5,11,8,8,9
21504,1981,10,21,8,10,5,11,9,9,9
21505,1981,10,22,8,10,5,11,10,10,9
21506,1981,10,23,8,10,5,11,1,11,9
21507,1981,10,24,8,10,5,11,2,12,9
21508,1981,10,25,8,10,5,11,3,1,9
21509,1981,10,26,8,10,5,11,4,2,9
21510,1981,10,27,8,10,5,11,5,3,9
21511,1981,10,28,8,10,5,11,6,4,9
21512,1981,10,29,8,10,5,11,7,5,9
21513,1981,10,30,8,10,5,11,8,6,9
21514,1981,10,31,8,10,5,11,9,7,9
21515,1981,11,1,8,10,5,11,10,8,9
21516,1981,11,2,8,10,5,11,1,9,9
21517,1981,11,3,8,10,5,11,2,10,9
21518,1981,11,4,8,10,5,11,3,11,9
21519,1981,11,5,8,10,5,11,4,12,9
21520,1981,11,6,8,10,5,11,5,1,9
21521,1981,11,7,8,10,6,12,6,2,10
21522,1981,11,8,8,10,6,12,7,3,10
21523,1981,11,9,8,10,6,12,8,4,10
21524,1981,11,10,8,10,6,12,9,5,10
21525,1981,11,11,8,10,6,12,10,6,10
21526,1981,11,12,8,10,6,12,1,7,10
21527,1981,11,13,8,10,6,12,2,8,10
21528,1981,11,14,8,10,6,12,3,9,10
21529,1981,11,15,8,10,6,12,4,10,10
21530,1981,11,16,8,10,6,12,5,11,10
21531,1981,11,17,8,10,6,12,6,12,10
21532,1981,11,18,8,10,6,12,7,1,10
21533,1981,11,19,8,10,6,12,8,2,10
21534,1981,11,20,8,10,6,12,9,3,10
21535,1981,11,21,8,10,6,12,10,4,10
21536,1981,11,22,8,10,6,12,1,5,10
21537,1981,11,23,8,10,6,12,2,6,10
21538,1981,11,24,8,10,6,12,3,7,10
21539,1981,11,25,8,10,6,12,4,8,10
21540,1981,11,26,8,10,6,12,5,9,10
21541,1981,11,27,8,10,6,12,6,10,10
21542,1981,11,28,8,10,6,12,7,11,10
21543,1981,11,29,8,10,6,12,8,12,10
21544,1981,11,30,8,10,6,12,9,1,10
21545,1981,12,1,8,10,6,12,10,2,10
21546,1981,12,2,8,10,6,12,1,3,10
21547,1981,12,3,8,10,6,12,2,4,10
21548,1981,12,4,8,10,6,12,3,5,10
21549,1981,12,5,8,10,6,12,4,6,10
21550,1981,12,6,8,10,6,12,5,7,10
21551,1981,12,7,8,10,7,1,6,8,11
21552,1981,12,8,8,10,7,1,7,9,11
21553,1981,12,9,8,10,7,1,8,10,11
21554,1981,12,10,8,10,7,1,9,11,11
21555,1981,12,11,8,10,7,1,10,12,11
21556,1981,12,12,8,10,7,1,1,1,11
21557,1981,12,13,8,10,7,1,2,2,11
21558,1981,12,14,8,10,7,1,3,3,11
21559,1981,12,15,8,10,7,1,4,4,11
21560,1981,12,16,8,10,7,1,5,5,11
21561,1981,12,17,8,10,7,1,6,6,11
21562,1981,12,18,8,10,7,1,7,7,11
21563,1981,12,19,8,10,7,1,8,8,11
21564,1981,12,20,8,10,7,1,9,9,11
21565,1981,12,21,8,10,7,1,10,10,11
21566,1981,12,22,8,10,7,1,1,11,11
21567,1981,12,23,8,10,7,1,2,12,11
21568,1981,12,24,8,10,7,1,3,1,11
21569,1981,12,25,8,10,7,1,4,2,11
21570,1981,12,26,8,10,7,1,5,3,11
21571,1981,12,27,8,10,7,1,6,4,11
21572,1981,12,28,8,10,7,1,7,5,11
21573,1981,12,29,8,10,7,1,8,6,11
21574,1981,12,30,8,10,7,1,9,7,11
21575,1981,12,31,8,10,7,1,10,8,11
21576,1982,1,1,8,10,7,1,1,9,11
21577,1982,1,2,8,10,7,1,2,10,11
21578,1982,1,3,8,10,7,1,3,11,11
21579,1982,1,4,8,10,7,1,4,12,11
21580,1982,1,5,8,10,7,1,5,1,11
21581,1982,1,6,8,10,8,2,6,2,12
21582,1982,1,7,8,10,8,2,7,3,12
21583,1982,1,8,8,10,8,2,8,4,12
21584,1982,1,9,8,10,8,2,9,5,12
21585,1982,1,10,8,10,8,2,10,6,12
21586,1982,1,11,8,10,8,2,1,7,12
21587,1982,1,12,8,10,8,2,2,8,12
21588,1982,1,13,8,10,8,2,3,9,12
21589,1982,1,14,8,10,8,2,4,10,12
21590,1982,1,15,8,10,8,2,5,11,12
21591,1982,1,16,8,10,8,2,6,12,12
21592,1982,1,17,8,10,8,2,7,1,12
21593,1982,1,18,8,10,8,2,8,2,12
21594,1982,1,19,8,10,8,2,9,3,12
21595,1982,1,20,8,10,8,2,10,4,12
21596,1982,1,21,8,10,8,2,1,5,12
21597,1982,1,22,8,10,8,2,2,6,12
21598,1982,1,23,8,10,8,2,3,7,12
21599,1982,1,24,8,10,8,2,4,8,12
21600,1982,1,25,8,10,8,2,5,9,12
21601,1982,1,26,8,10,8,2,6,10,12
21602,1982,1,27,8,10,8,2,7,11,12
21603,1982,1,28,8,10,8,2,8,12,12
21604,1982,1,29,8,10,8,2,9,1,12
21605,1982,1,30,8,10,8,2,10,2,12
21606,1982,1,31,8,10,8,2,1,3,12
21607,1982,2,1,8,10,8,2,2,4,12
21608,1982,2,2,8,10,8,2,3,5,12
21609,1982,2,3,8,10,8,2,4,6,12
21610,1982,2,4,9,11,9,3,5,7,1
21611,1982,2,5,9,11,9,3,6,8,1
21612,1982,2,6,9,11,9,3,7,9,1
21613,1982,2,7,9,11,9,3,8,10,1
21614,1982,2,8,9,11,9,3,9,11,1
21615,1982,2,9,9,11,9,3,10,12,1
21616,1982,2,10,9,11,9,3,1,1,1
21617,1982,2,11,9,11,9,3,2,2,1
21618,1982,2,12,9,11,9,3,3,3,1
21619,1982,2,13,9,11,9,3,4,4,1
21620,1982,2,14,9,11,9,3,5,5,1
21621,1982,2,15,9,11,9,3,6,6,1
21622,1982,2,16,9,11,9,3,7,7,1
21623,1982,2,17,9,11,9,3,8,8,1
21624,1982,2,18,9,11,9,3,9,9,1
21625,1982,2,19,9,11,9,3,10,10,1
21626,1982,2,20,9,11,9,3,1,11,1
21627,1982,2,21,9,11,9,3,2,12,1
21628,1982,2,22,9,11,9,3,3,1,1
21629,1982,2,23,9,11,9,3,4,2,1
21630,1982,2,24,9,11,9,3,5,3,1
21631,1982,2,25,9,11,9,3,6,4,1
21632,1982,2,26,9,11,9,3,7,5,1
21633,1982,2,27,9,11,9,3,8,6,1
21634,1982,2,28,9,11,9,3,9,7,1
21635,1982,3,1,9,11,9,3,10,8,1
21636,1982,3,2,9,11,9,3,1,9,1
21637,1982,3,3,9,11,9,3,2,10,1
21638,1982,3,4,9,11,9,3,3,11,1
21639,1982,3,5,9,11,9,3,4,12,1
21640,1982,3,6,9,11,10,4,5,1,2
21641,1982,3,7,9,11,10,4,6,2,2
21642,1982,3,8,9,11,10,4,7,3,2
21643,1982,3,9,9,11,10,4,8,4,2
21644,1982,3,10,9,11,10,4,9,5,2
21645,1982,3,11,9,11,10,4,10,6,2
21646,1982,3,12,9,11,10,4,1,7,2
21647,1982,3,13,9,11,10,4,2,8,2
21648,1982,3,14,9,11,10,4,3,9,2
21649,1982,3,15,9,11,10,4,4,10,2
21650,1982,3,16,9,11,10,4,5,11,2
21651,1982,3,17,9,11,10,4,6,12,2
21652,1982,3,18,9,11,10,4,7,1,2
21653,1982,3,19,9,11,10,4,8,2,2
21654,1982,3,20,9,11,10,4,9,3,2
21655,1982,3,21,9,11,10,4,10,4,2
21656,1982,3,22,9,11,10,4,1,5,2
21657,1982,3,23,9,11,10,4,2,6,2
21658,1982,3,24,9,11,10,4,3,7,2
21659,1982,3,25,9,11,10,4,4,8,2
21660,1982,3,26,9,11,10,4,5,9,2
21661,1982,3,27,9,11,10,4,6,10,2
21662,1982,3,28,9,11,10,4,7,11,2
21663,1982,3,29,9,11,10,4,8,12,2
21664,1982,3,30,9,11,10,4,9,1,2
21665,1982,3,31,9,11,10,4,10,2,2
21666,1982,4,1,9,11,10,4,1,3,2
21667,1982,4,2,9,11,10,4,2,4,2
21668,1982,4,3,9,11,10,4,3,5,2
21669,1982,4,4,9,11,10,4,4,6,2
21670,1982,4,5,9,11,1,5,5,7,3
21671,1982,4,6,9,11,1,5,6,8,3
21672,1982,4,7,9,11,1,5,7,9,3
21673,1982,4,8,9,11,1,5,8,10,3
21674,1982,4,9,9,11,1,5,9,11,3
21675,1982,4,10,9,11,1,5,10,12,3
21676,1982,4,11,9,11,1,5,1,1,3
21677,1982,4,12,9,11,1,5,2,2,3
21678,1982,4,13,9,11,1,5,3,3,3
21679,1982,4,14,9,11,1,5,4,4,3
21680,1982,4,15,9,11,1,5,5,5,3
21681,1982,4,16,9,11,1,5,6,6,3
21682,1982,4,17,9,11,1,5,7,7,3
21683,1982,4,18,9,11,1,5,8,8,3
21684,1982,4,19,9,11,1,5,9,9,3
21685,1982,4,20,9,11,1,5,10,10,3
21686,1982,4,21,9,11,1,5,1,11,3
21687,1982,4,22,9,11,1,5,2,12,3
21688,1982,4,23,9,11,1,5,3,1,3
21689,1982,4,24,9,11,1,5,4,2,3
21690,1982,4,25,9,11,1,5,5,3,3
21691,1982,4,26,9,11,1,5,6,4,3
21692,1982,4,27,9,11,1,5,7,5,3
21693,1982,4,28,9,11,1,5,8,6,3
21694,1982,4,29,9,11,1,5,9,7,3
21695,1982,4,30,9,11,1,5,10,8,3
21696,1982,5,1,9,11,1,5,1,9,3
21697,1982,5,2,9,11,1,5,2,10,3
21698,1982,5,3,9,11,1,5,3,11,3
21699,1982,5,4,9,11,1,5,4,12,3
21700,1982,5,5,9,11,1,5,5,1,3
21701,1982,5,6,9,11,2,6,6,2,4
21702,1982,5,7,9,11,2,6,7,3,4
21703,1982,5,8,9,11,2,6,8,4,4
21704,1982,5,9,9,11,2,6,9,5,4
21705,1982,5,10,9,11,2,6,10,6,4
21706,1982,5,11,9,11,2,6,1,7,4
21707,1982,5,12,9,11,2,6,2,8,4
21708,1982,5,13,9,11,2,6,3,9,4
21709,1982,5,14,9,11,2,6,4,10,4
21710,1982,5,15,9,11,2,6,5,11,4
21711,1982,5,16,9,11,2,6,6,12,4
21712,1982,5,17,9,11,2,6,7,1,4
21713,1982,5,18,9,11,2,6,8,2,4
21714,1982,5,19,9,11,2,6,9,3,4
21715,1982,5,20,9,11,2,6,10,4,4
21716,1982,5,21,9,11,2,6,1,5,4
21717,1982,5,22,9,11,2,6,2,6,4
21718,1982,5,23,9,11,2,6,3,7,4
21719,1982,5,24,9,11,2,6,4,8,4
21720,1982,5,25,9,11,2,6,5,9,4
21721,1982,5,26,9,11,2,6,6,10,4
21722,1982,5,27,9,11,2,6,7,11,4
21723,1982,5,28,9,11,2,6,8,12,4
21724,1982,5,29,9,11,2,6,9,1,4
21725,1982,5,30,9,11,2,6,10,2,4
21726,1982,5,31,9,11,2,6,1,3,4
21727,1982,6,1,9,11,2,6,2,4,4
21728,1982,6,2,9,11,2,6,3,5,4
21729,1982,6,3,9,11,2,6,4,6,4
21730,1982,6,4,9,11,2,6,5,7,4
21731,1982,6,5,9,11,2,6,6,8,4
21732,1982,6,6,9,11,3,7,7,9,5
21733,1982,6,7,9,11,3,7,8,10,5
21734,1982,6,8,9,11,3,7,9,11,5
21735,1982,6,9,9,11,3,7,10,12,5
21736,1982,6,10,9,11,3,7,1,1,5
21737,1982,6,11,9,11,3,7,2,2,5
21738,1982,6,12,9,11,3,7,3,3,5
21739,1982,6,13,9,11,3,7,4,4,5
21740,1982,6,14,9,11,3,7,5,5,5
21741,1982,6,15,9,11,3,7,6,6,5
21742,1982,6,16,9,11,3,7,7,7,5
21743,1982,6,17,9,11,3,7,8,8,5
21744,1982,6,18,9,11,3,7,9,9,5
21745,1982,6,19,9,11,3,7,10,10,5
21746,1982,6,20,9,11,3,7,1,11,5
21747,1982,6,21,9,11,3,7,2,12,5
21748,1982,6,22,9,11,3,7,3,1,5
21749,1982,6,23,9,11,3,7,4,2,5
21750,1982,6,24,9,11,3,7,5,3,5
21751,1982,6,25,9,11,3,7,6,4,5
21752,1982,6,26,9,11,3,7,7,5,5
21753,1982,6,27,9,11,3,7,8,6,5
21754,1982,6,28,9,11,3,7,9,7,5
21755,1982,6,29,9,11,3,7,10,8,5
21756,1982,6,30,9,11,3,7,1,9,5
21757,1982,7,1,9,11,3,7,2,10,5
21758,1982,7,2,9,11,3,7,3,11,5
21759,1982,7,3,9,11,3,7,4,12,5
21760,1982,7,4,9,11,3,7,5,1,5
21761,1982,7,5,9,11,3,7,6,2,5
21762,1982,7,6,9,11,3,7,7,3,5
21763,1982,7,7,9,11,4,8,8,4,6
21764,1982,7,8,9,11,4,8,9,5,6
21765,1982,7,9,9,11,4,8,10,6,6
21766,1982,7,10,9,11,4,8,1,7,6
21767,1982,7,11,9,11,4,8,2,8,6
21768,1982,7,12,9,11,4,8,3,9,6
21769,1982,7,13,9,11,4,8,4,10,6
21770,1982,7,14,9,11,4,8,5,11,6
21771,1982,7,15,9,11,4,8,6,12,6
21772,1982,7,16,9,11,4,8,7,1,6
21773,1982,7,17,9,11,4,8,8,2,6
21774,1982,7,18,9,11,4,8,9,3,6
21775,1982,7,19,9,11,4,8,10,4,6
21776,1982,7,20,9,11,4,8,1,5,6
21777,1982,7,21,9,11,4,8,2,6,6
21778,1982,7,22,9,11,4,8,3,7,6
21779,1982,7,23,9,11,4,8,4,8,6
21780,1982,7,24,9,11,4,8,5,9,6
21781,1982,7,25,9,11,4,8,6,10,6
21782,1982,7,26,9,11,4,8,7,11,6
21783,1982,7,27,9,11,4,8,8,12,6
21784,1982,7,28,9,11,4,8,9,1,6
21785,1982,7,29,9,11,4,8,10,2,6
21786,1982,7,30,9,11,4,8,1,3,6
21787,1982,7,31,9,11,4,8,2,4,6
21788,1982,8,1,9,11,4,8,3,5,6
21789,1982,8,2,9,11,4,8,4,6,6
21790,1982,8,3,9,11,4,8,5,7,6
21791,1982,8,4,9,11,4,8,6,8,6
21792,1982,8,5,9,11,4,8,7,9,6
21793,1982,8,6,9,11,4,8,8,10,6
21794,1982,8,7,9,11,4,8,9,11,6
21795,1982,8,8,9,11,5,9,10,12,7
21796,1982,8,9,9,11,5,9,1,1,7
21797,1982,8,10,9,11,5,9,2,2,7
21798,1982,8,11,9,11,5,9,3,3,7
21799,1982,8,12,9,11,5,9,4,4,7
21800,1982,8,13,9,11,5,9,5,5,7
21801,1982,8,14,9,11,5,9,6,6,7
21802,1982,8,15,9,11,5,9,7,7,7
21803,1982,8,16,9,11,5,9,8,8,7
21804,1982,8,17,9,11,5,9,9,9,7
21805,1982,8,18,9,11,5,9,10,10,7
21806,1982,8,19,9,11,5,9,1,11,7
21807,1982,8,20,9,11,5,9,2,12,7
21808,1982,8,21,9,11,5,9,3,1,7
21809,1982,8,22,9,11,5,9,4,2,7
21810,1982,8,23,9,11,5,9,5,3,7
21811,1982,8,24,9,11,5,9,6,4,7
21812,1982,8,25,9,11,5,9,7,5,7
21813,1982,8,26,9,11,5,9,8,6,7
21814,1982,8,27,9,11,5,9,9,7,7
21815,1982,8,28,9,11,5,9,10,8,7
21816,1982,8,29,9,11,5,9,1,9,7
21817,1982,8,30,9,11,5,9,2,10,7
21818,1982,8,31,9,11,5,9,3,11,7
21819,1982,9,1,9,11,5,9,4,12,7
21820,1982,9,2,9,11,5,9,5,1,7
21821,1982,9,3,9,11,5,9,6,2,7
21822,1982,9,4,9,11,5,9,7,3,7
21823,1982,9,5,9,11,5,9,8,4,7
21824,1982,9,6,9,11,5,9,9,5,7
21825,1982,9,7,9,11,5,9,10,6,7
21826,1982,9,8,9,11,6,10,1,7,8
21827,1982,9,9,9,11,6,10,2,8,8
21828,1982,9,10,9,11,6,10,3,9,8
21829,1982,9,11,9,11,6,10,4,10,8
21830,1982,9,12,9,11,6,10,5,11,8
21831,1982,9,13,9,11,6,10,6,12,8
21832,1982,9,14,9,11,6,10,7,1,8
21833,1982,9,15,9,11,6,10,8,2,8
21834,1982,9,16,9,11,6,10,9,3,8
21835,1982,9,17,9,11,6,10,10,4,8
21836,1982,9,18,9,11,6,10,1,5,8
21837,1982,9,19,9,11,6,10,2,6,8
21838,1982,9,20,9,11,6,10,3,7,8
21839,1982,9,21,9,11,6,10,4,8,8
21840,1982,9,22,9,11,6,10,5,9,8
21841,1982,9,23,9,11,6,10,6,10,8
21842,1982,9,24,9,11,6,10,7,11,8
21843,1982,9,25,9,11,6,10,8,12,8
21844,1982,9,26,9,11,6,10,9,1,8
21845,1982,9,27,9,11,6,10,10,2,8
21846,1982,9,28,9,11,6,10,1,3,8
21847,1982,9,29,9,11,6,10,2,4,8
