name,ID,HS_Hour,EB_Hour,HS_Day,HS_Month,EB_Month,HS_Year,EB_Year,EB_Hour_eng,EB_Day,EB_Day_eng,EB_Month_eng,EB_Year_eng,Season,Element,kin_tone,kin_seal,kin_number,guide_seal,guide_tone,analogue_seal,analogue_tone,antipode_seal,antipode_tone,occult_seal,occult_tone,tribe,a_tribe,sun,moon,ascendant
"Milos Raonic",600,N/A,N/A,"yang fire","yang earth","yang water","yang metal","yang fire",N/A,"yang wood",tiger,rat,horse,"Mid Winter",fire,solar,night,243,storm,solar,warrior,solar,skyWalker,solar,mirror,overtone,yellow,blue,"Cap 05 28 14","Tau 05 52 07","Ari 06 13 24"
"Grigor Dimitrov",601,N/A,N/A,"yang fire","yin water","yin fire","yin metal","yin earth",N/A,"yang earth",dog,snake,sheep,"Early Summer",earth,rhythmic,night,123,night,rhythmic,warrior,rhythmic,skyWalker,rhythmic,mirror,galactic,yellow,blue,"Tau 25 07 49","Gem 27 22 51","Leo 21 19 17"
"Pablo Carreno Busta",602,N/A,N/A,"yin water","yin wood","yin earth","yin metal","yin earth",N/A,"yin earth",sheep,sheep,sheep,"Late Summer",earth,spectral,sun,180,sun,spectral,storm,spectral,dog,spectral,dragon,electric,blue,yellow,"Can 19 39 18","Can 29 38 02","Lib 21 31 03"
"Mirza Basic",603,N/A,N/A,"yin water","yin wood","yin earth","yin metal","yin earth",N/A,"yin earth",sheep,sheep,sheep,"Late Summer",earth,spectral,sun,180,sun,spectral,storm,spectral,dog,spectral,dragon,electric,blue,yellow,"Can 19 39 18","Can 29 38 02","Lib 21 31 03"
"Tennys Sandgren",604,N/A,N/A,"yin water","yin wood","yin earth","yin metal","yin earth",N/A,"yin fire",snake,sheep,sheep,"Late Summer",earth,galactic,dog,190,wizard,galactic,moon,galactic,sun,galactic,monkey,rhythmic,red,white,"Can 29 11 50","Sag 12 47 47","Sco 01 54 50"
"Marton Fucsovics",605,N/A,N/A,"yang wood","yang water","yang wood","yang water","yang metal",N/A,"yang wood",tiger,tiger,monkey,"Early Spring",wood,magnetic,monkey,131,monkey,magnetic,star,magnetic,dragon,magnetic,dog,cosmic,yellow,blue,"Aqu 18 58 44","Ari 11 13 50","Tau 20 18 00"
"Nikoloz Basilashvili",606,N/A,N/A,"yin earth","yang water","yang wood","yang water","yang metal",N/A,"yin fire",snake,tiger,monkey,"Early Spring",neutral,electric,worldBridger,146,dog,electric,skyWalker,electric,warrior,electric,eagle,spectral,red,white,"Pis 04 07 30","Sco 12 40 41","Gem 04 36 23"
"Filip Krajinovic",607,N/A,N/A,"yin water","yang water","yang wood","yang water","yang metal",N/A,"yin metal",rooster,tiger,monkey,"Early Spring",metal,resonant,dog,150,wind,resonant,moon,resonant,sun,resonant,monkey,resonant,red,white,"Pis 08 08 54","Cap 02 12 14","Gem 08 19 55"
"Ryan Harrison",608,N/A,N/A,"yin water","yin wood","yin fire","yang water","yang metal",N/A,"yin earth",sheep,snake,monkey,"Early Summer",neutral,spectral,storm,219,storm,spectral,sun,spectral,moon,spectral,wind,electric,yellow,blue,"Tau 17 10 22","Can 18 43 13","Leo 13 06 51"
"Damir Dzumhur",609,N/A,N/A,"yang fire","yin wood","yin fire","yang water","yang metal",N/A,"yang metal",monkey,snake,monkey,"Early Summer",metal,spectral,human,232,human,spectral,hand,spectral,wind,spectral,moon,electric,blue,yellow,"Tau 29 42 41","Cap 14 08 52","Leo 26 09 00"
"Diego Sebastian Schwartzman",610,N/A,N/A,"yang wood","yang earth","yang metal","yang water","yang metal",N/A,"yang water",rat,monkey,monkey,"Early Autumn",metal,galactic,sun,60,seed,galactic,storm,galactic,dog,galactic,dragon,rhythmic,blue,yellow,"Leo 23 51 27","Pis 27 24 03","Sco 27 24 34"
"Jack Sock",611,N/A,N/A,"yin water","yin earth","yin metal","yang water","yang metal",N/A,"yin wood",rabbit,rooster,monkey,"Mid Autumn",metal,galactic,storm,99,night,galactic,sun,galactic,moon,galactic,wind,rhythmic,yellow,blue,"Lib 01 41 07","Vir 04 17 55","Cap 03 16 38"
"Marco Cecchinato",612,N/A,N/A,"yin earth","yin earth","yin metal","yang water","yang metal",N/A,"yin metal",rooster,rooster,monkey,"Mid Autumn",metal,magnetic,snake,105,snake,magnetic,wizard,magnetic,eagle,magnetic,warrior,cosmic,white,red,"Lib 07 34 33","Sag 01 21 34","Cap 08 42 53"
"Bernard Tomic",613,N/A,N/A,"yang metal","yang metal","yang earth","yang water","yang metal",N/A,"yang fire",horse,dog,monkey,"Late Autumn",metal,solar,worldBridger,126,wind,solar,skyWalker,solar,warrior,solar,eagle,overtone,red,white,"Lib 28 20 33","Leo 29 07 10","Cap 28 05 08"
"Taro Daniel",614,N/A,N/A,"yang earth","yin water","yin earth","yang water","yang metal",N/A,"yang metal",monkey,ox,monkey,"Late Winter",metal,electric,seed,224,star,electric,eagle,electric,wizard,electric,earth,spectral,blue,yellow,"Aqu 07 34 18","Pis 29 16 44","Tau 09 10 12"
"Roberto Carballes Baena",615,N/A,N/A,"yin water","yin wood","yin wood","yin water","yin metal",N/A,"yin wood",rabbit,rabbit,rooster,"Mid Spring",wood,rhythmic,storm,19,storm,rhythmic,sun,rhythmic,moon,rhythmic,wind,galactic,yellow,blue,"Ari 02 52 04","Ari 05 02 00","Can 00 54 22"
"Jiri Vesely",616,N/A,N/A,"yang water","yin earth","yin earth","yin water","yin metal",N/A,"yang earth",dragon,sheep,rooster,"Late Summer",earth,spectral,star,128,star,spectral,monkey,spectral,mirror,spectral,skyWalker,electric,blue,yellow,"Can 18 14 09","Ari 02 22 60","Lib 19 57 15"
"Juan Ignacio Londero",617,N/A,N/A,"yang earth","yang metal","yang metal","yin water","yin metal",N/A,"yang earth",dragon,monkey,rooster,"Early Autumn",metal,galactic,seed,164,star,galactic,eagle,galactic,wizard,galactic,earth,rhythmic,blue,yellow,"Leo 22 39 57","Can 21 16 41","Sco 26 13 21"
"Dominic Thiem",618,N/A,N/A,"yin fire","yang metal","yang metal","yin water","yin metal",N/A,"yin water",pig,monkey,rooster,"Early Autumn",metal,magnetic,night,183,night,magnetic,warrior,magnetic,skyWalker,magnetic,mirror,cosmic,yellow,blue,"Vir 10 59 43","Ari 07 14 42","Sag 13 59 25"
"Aslan Karatsev",619,N/A,N/A,"yang earth","yang metal","yang metal","yin water","yin metal",N/A,"yang water",rat,monkey,rooster,"Early Autumn",metal,lunar,seed,184,warrior,lunar,eagle,lunar,wizard,lunar,earth,crystal,blue,yellow,"Vir 11 57 51","Ari 19 04 43","Sag 14 54 25"
"Lucas Pouille",620,N/A,N/A,"yang metal","yang fire","yang wood","yang wood","yang earth",N/A,"yang earth",dragon,tiger,dog,"Early Spring",earth,overtone,warrior,96,seed,overtone,night,overtone,worldBridger,overtone,snake,solar,blue,yellow,"Pis 04 38 37","Leo 00 41 34","Gem 05 05 15"
"Ilya Ivashka",621,N/A,N/A,"yin metal","yang fire","yang wood","yang wood","yang earth",N/A,"yin fire",snake,tiger,dog,"Early Spring",neutral,rhythmic,earth,97,earth,rhythmic,wind,rhythmic,hand,rhythmic,seed,galactic,white,red,"Pis 05 38 59","Leo 14 42 20","Gem 06 01 16"
"Gianluca Mager",622,N/A,N/A,"yin metal","yin wood","yin water","yang wood","yang earth",N/A,"yin metal",rooster,pig,dog,"Early Winter",wood,cosmic,earth,117,dragon,cosmic,wind,cosmic,hand,cosmic,seed,magnetic,white,red,"Sag 09 03 47","Sco 17 51 34","Pis 08 29 08"
"Kyle Edmund",623,N/A,N/A,"yin earth","yin fire","yin earth","yang wood","yang earth",N/A,"yin water",pig,ox,dog,"Late Winter",earth,crystal,eagle,155,hand,crystal,seed,crystal,snake,crystal,worldBridger,lunar,yellow,blue,"Cap 17 44 12","Ari 15 59 18","Ari 19 02 30"
"Pedro Cachin",624,N/A,N/A,"yin water","yang metal","yang earth","yin wood","yin water",N/A,"yin metal",rooster,dragon,pig,"Late Spring",neutral,lunar,moon,249,dragon,lunar,dog,lunar,storm,lunar,human,crystal,white,red,"Ari 22 07 09","Vir 12 29 12","Can 18 40 23"
"Mackenzie Mcdonald",625,N/A,N/A,"yin fire","yang metal","yang earth","yin wood","yin water",N/A,"yin earth",ox,dragon,pig,"Late Spring",earth,rhythmic,skyWalker,253,skyWalker,rhythmic,worldBridger,rhythmic,night,rhythmic,star,galactic,white,red,"Ari 26 02 10","Sco 09 42 08","Can 22 22 27"
"Nick Kyrgios",626,N/A,N/A,"yang earth","yang metal","yang earth","yin wood","yin water",N/A,"yang water",rat,dragon,pig,"Late Spring",water,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Tau 06 46 02","Ari 11 38 06","Leo 02 43 26"
"Lorenzo Sonego",627,N/A,N/A,"yang water","yin metal","yin fire","yin wood","yin water",N/A,"yang wood",tiger,snake,pig,"Early Summer",wood,overtone,mirror,18,worldBridger,overtone,dragon,overtone,star,overtone,night,solar,red,white,"Tau 20 20 24","Lib 04 20 45","Leo 16 20 56"
"Laslo Djere",628,N/A,N/A,"yang wood","yin metal","yin fire","yin wood","yin water",N/A,"yang water",rat,snake,pig,"Early Summer",water,magnetic,sun,40,sun,magnetic,storm,magnetic,dog,magnetic,dragon,cosmic,blue,yellow,"Gem 11 29 60","Can 26 20 30","Vir 08 53 02"
"Cameron Norrie",629,N/A,N/A,"yang fire","yang wood","yang metal","yin wood","yin water",N/A,"yang earth",dog,monkey,pig,"Early Autumn",wood,overtone,wind,122,dog,overtone,earth,overtone,human,overtone,storm,solar,red,white,"Leo 29 53 47","Can 28 52 26","Sag 03 20 27"
"Yoshihito Nishioka",630,N/A,N/A,"yin metal","yin wood","yin metal","yin wood","yin water",N/A,"yin metal",rooster,rooster,pig,"Mid Autumn",metal,magnetic,earth,157,earth,magnetic,wind,magnetic,hand,magnetic,seed,cosmic,white,red,"Lib 03 54 42","Sco 09 42 39","Cap 05 19 59"
"Botic Van De Zandschulp",631,N/A,N/A,"yang earth","yin wood","yin metal","yin wood","yin water",N/A,"yang earth",dragon,rooster,pig,"Mid Autumn",neutral,galactic,seed,164,star,galactic,eagle,galactic,wizard,galactic,earth,rhythmic,blue,yellow,"Lib 10 47 32","Aqu 18 41 29","Cap 11 41 26"
"Nicolas Jarry",632,N/A,N/A,"yin wood","yang fire","yang earth","yin wood","yin water",N/A,"yin water",pig,dog,pig,"Late Autumn",wood,lunar,monkey,171,night,lunar,star,lunar,dragon,lunar,dog,crystal,yellow,blue,"Lib 17 41 51","Tau 20 45 46","Cap 18 06 01"
"Daniil Medvedev",633,N/A,N/A,"yang earth","yang metal","yang wood","yang fire","yang water",N/A,"yang wood",tiger,tiger,rat,"Early Spring",wood,galactic,wizard,34,mirror,galactic,snake,galactic,seed,galactic,hand,rhythmic,red,white,"Aqu 22 02 30","Sco 11 16 49","Tau 23 14 07"
"Thanasi Kokkinakis",634,N/A,N/A,"yin fire","yang water","yang earth","yang fire","yang water",N/A,"yin earth",ox,dragon,rat,"Late Spring",earth,magnetic,human,92,human,magnetic,hand,magnetic,wind,magnetic,moon,cosmic,blue,yellow,"Ari 20 53 45","Cap 14 29 52","Can 17 31 42"
"Matteo Berrettini",635,N/A,N/A,"yin earth","yang water","yang earth","yang fire","yang water",N/A,"yin wood",rabbit,dragon,rat,"Late Spring",neutral,electric,wizard,94,mirror,electric,snake,electric,seed,electric,hand,spectral,red,white,"Ari 22 51 28","Aqu 12 55 31","Can 19 22 16"
"Christopher Eubanks",636,N/A,N/A,"yang water","yin water","yin fire","yang fire","yang water",N/A,"yang wood",tiger,snake,rat,"Early Summer",water,cosmic,earth,117,dragon,cosmic,wind,cosmic,hand,cosmic,seed,magnetic,white,red,"Tau 15 15 54","Sag 11 56 12","Leo 11 10 51"
"Hyeon Chung",637,N/A,N/A,"yang fire","yin water","yin fire","yang fire","yang water",N/A,"yang earth",dragon,snake,rat,"Early Summer",fire,magnetic,monkey,131,monkey,magnetic,star,magnetic,dragon,magnetic,dog,cosmic,yellow,blue,"Tau 28 46 53","Gem 21 45 29","Leo 25 09 33"
"Karen Khachanov",638,N/A,N/A,"yang earth","yin water","yin fire","yang fire","yang water",N/A,"yang fire",horse,snake,rat,"Early Summer",fire,electric,skyWalker,133,earth,electric,worldBridger,electric,night,electric,star,spectral,white,red,"Gem 00 42 22","Can 15 53 31","Leo 27 12 08"
"Christian Garin",639,N/A,N/A,"yin fire","yin water","yin fire","yang fire","yang water",N/A,"yin wood",rabbit,snake,rat,"Early Summer",fire,crystal,wind,142,wizard,crystal,earth,crystal,human,crystal,storm,lunar,red,white,"Gem 09 20 50","Sco 07 42 55","Vir 06 31 42"
"Marc Andrea Huesler",640,N/A,N/A,"yang water","yang wood","yang fire","yang fire","yang water",N/A,"yang earth",dragon,horse,rat,"Mid Summer",neutral,spectral,hand,167,hand,spectral,human,spectral,earth,spectral,wizard,electric,yellow,blue,"Can 03 14 38","Lib 06 25 24","Lib 03 10 52"
"Tallon Griekspoor",641,N/A,N/A,"yang metal","yang wood","yang fire","yang fire","yang water",N/A,"yang water",rat,horse,rat,"Mid Summer",water,rhythmic,eagle,175,eagle,rhythmic,seed,rhythmic,snake,rhythmic,worldBridger,galactic,yellow,blue,"Can 10 52 12","Cap 29 56 54","Lib 11 45 00"
"Borna Coric",642,N/A,N/A,"yin wood","yin earth","yin water","yang fire","yang water",N/A,"yin wood",rabbit,pig,rat,"Early Winter",neutral,spectral,dog,50,dog,spectral,moon,spectral,sun,spectral,monkey,electric,red,white,"Sco 22 23 58","Cap 05 29 42","Aqu 21 29 16"
"Hubert Hurkacz",643,N/A,N/A,"yang wood","yang water","yang wood","yin fire","yin earth",N/A,"yang metal",monkey,tiger,ox,"Early Spring",wood,solar,storm,139,eagle,solar,sun,solar,moon,solar,wind,overtone,yellow,blue,"Aqu 22 48 33","Ari 16 35 54","Tau 23 57 52"
"Lloyd George Muirhead Harris",644,N/A,N/A,"yin fire","yang water","yang wood","yin fire","yin earth",N/A,"yin metal",rooster,tiger,ox,"Early Spring",neutral,solar,human,152,star,solar,hand,solar,wind,solar,moon,overtone,blue,yellow,"Pis 05 55 19","Vir 28 19 12","Gem 06 16 19"
"Alexander Zverev",645,N/A,N/A,"yang water","yang wood","yang earth","yin fire","yin earth",N/A,"yang earth",dragon,dragon,ox,"Late Spring",earth,crystal,hand,207,storm,crystal,human,crystal,earth,crystal,wizard,lunar,yellow,blue,"Tau 00 26 43","Lib 03 42 48","Can 26 35 14"
"Tim Van Rijthoven",646,N/A,N/A,"yang fire","yang wood","yang earth","yin fire","yin earth",N/A,"yang metal",monkey,dragon,ox,"Late Spring",earth,electric,monkey,211,eagle,electric,star,electric,dragon,electric,dog,spectral,yellow,blue,"Tau 04 20 38","Sco 23 44 25","Leo 00 21 32"
"Pedro Martinez Portero",647,N/A,N/A,"yang earth","yang wood","yang earth","yin fire","yin earth",N/A,"yang earth",dog,dragon,ox,"Late Spring",earth,overtone,skyWalker,213,dragon,overtone,worldBridger,overtone,night,overtone,star,solar,white,red,"Tau 06 17 25","Sag 20 08 22","Leo 02 15 34"
"Maxime Cressy",648,N/A,N/A,"yang metal","yin wood","yin fire","yin fire","yin earth",N/A,"yang earth",dog,snake,ox,"Early Summer",earth,selfexisting,snake,225,dragon,selfexisting,wizard,selfexisting,eagle,selfexisting,warrior,planetary,white,red,"Tau 17 55 55","Gem 08 54 14","Leo 13 53 15"
"Tommy Paul",649,N/A,N/A,"yin earth","yin wood","yin fire","yin fire","yin earth",N/A,"yin earth",sheep,snake,ox,"Early Summer",earth,cosmic,wizard,234,mirror,cosmic,snake,cosmic,seed,cosmic,hand,magnetic,red,white,"Tau 26 37 11","Vir 29 46 36","Leo 22 52 49"
"Alexander Bublik",650,N/A,N/A,"yang metal","yang fire","yang fire","yin fire","yin earth",N/A,"yang wood",tiger,horse,ox,"Mid Summer",fire,overtone,snake,5,skyWalker,overtone,wizard,overtone,eagle,overtone,warrior,solar,white,red,"Gem 26 19 46","Sco 14 52 53","Vir 25 24 05"
"Roman Safiullin",651,N/A,N/A,"yin metal","yang earth","yang metal","yin fire","yin earth",N/A,"yin fire",snake,monkey,ox,"Early Autumn",neutral,selfexisting,warrior,56,human,selfexisting,night,selfexisting,worldBridger,selfexisting,snake,planetary,blue,yellow,"Leo 15 00 57","Lib 00 21 10","Sco 18 30 21"
"Reilly Opelka",652,N/A,N/A,"yang water","yang earth","yang metal","yin fire","yin earth",N/A,"yang wood",tiger,monkey,ox,"Early Autumn",earth,crystal,earth,77,moon,crystal,wind,crystal,hand,crystal,seed,lunar,white,red,"Vir 05 12 50","Can 15 33 07","Sag 08 28 57"
"Andrey Rublev",653,N/A,N/A,"yin wood","yang metal","yang earth","yin fire","yin earth",N/A,"yin earth",sheep,dog,ox,"Late Autumn",earth,cosmic,dog,130,wizard,cosmic,moon,cosmic,sun,cosmic,monkey,magnetic,red,white,"Lib 27 07 47","Gem 25 08 09","Cap 26 56 31"
"Taylor Harry Fritz",654,N/A,N/A,"yin water","yang metal","yang earth","yin fire","yin earth",N/A,"yin wood",rabbit,dog,ox,"Late Autumn",earth,galactic,mirror,138,wind,galactic,dragon,galactic,star,galactic,night,rhythmic,red,white,"Sco 05 06 04","Lib 02 55 03","Aqu 04 31 57"
"Soon Woo Kwon",655,N/A,N/A,"yang earth","yin metal","yin water","yin fire","yin earth",N/A,"yang wood",tiger,pig,ox,"Early Winter",neutral,selfexisting,skyWalker,173,moon,selfexisting,worldBridger,selfexisting,night,selfexisting,star,planetary,white,red,"Sag 10 20 41","Cap 09 40 39","Pis 09 49 19"
"Frances Tiafoe",656,N/A,N/A,"yin fire","yin water","yin earth","yin fire","yin earth",N/A,"yin wood",rabbit,ox,ox,"Late Winter",earth,magnetic,wind,222,wind,magnetic,earth,magnetic,human,magnetic,storm,cosmic,red,white,"Aqu 00 13 19","Lib 26 44 03","Tau 01 49 52"
"Ugo Humbert",657,N/A,N/A,"yang wood","yang earth","yang fire","yang earth","yang wood",N/A,"yang earth",dragon,horse,tiger,"Mid Summer",earth,lunar,storm,119,monkey,lunar,sun,lunar,moon,lunar,wind,crystal,yellow,blue,"Can 04 41 26","Leo 04 23 19","Lib 04 48 18"
"Stefanos Tsitsipas",658,N/A,N/A,"yin metal","yang metal","yang metal","yang earth","yang wood",N/A,"yin wood",rabbit,monkey,tiger,"Early Autumn",neutral,planetary,worldBridger,166,wizard,planetary,skyWalker,planetary,warrior,planetary,eagle,selfexisting,red,white,"Leo 19 34 50","Ari 18 33 42","Sco 23 07 47"
"Francisco Cerundolo",659,N/A,N/A,"yang water","yang metal","yang metal","yang earth","yang wood",N/A,"yang earth",dragon,monkey,tiger,"Early Autumn",neutral,spectral,hand,167,hand,spectral,human,spectral,earth,spectral,wizard,electric,yellow,blue,"Leo 20 32 25","Tau 02 56 40","Sco 24 05 38"
"Casper Ruud",660,N/A,N/A,"yin water","yang wood","yang water","yang earth","yang wood",N/A,"yin wood",rabbit,rat,tiger,"Mid Winter",wood,crystal,mirror,38,dog,crystal,dragon,crystal,star,crystal,night,lunar,red,white,"Cap 00 25 37","Aqu 11 37 15","Ari 00 54 57"
"Alex De Minaur",661,N/A,N/A,"yang metal","yang fire","yang wood","yin earth","yin wood",N/A,"yang water",rat,tiger,rabbit,"Early Spring",wood,selfexisting,eagle,95,monkey,selfexisting,seed,selfexisting,snake,selfexisting,worldBridger,planetary,yellow,blue,"Aqu 28 22 09","Pis 14 04 11","Tau 29 14 02"
"Denis Shapovalov",662,N/A,N/A,"yin fire","yang earth","yang earth","yin earth","yin wood",N/A,"yin metal",rooster,dragon,rabbit,"Late Spring",earth,solar,human,152,star,solar,hand,solar,wind,solar,moon,overtone,blue,yellow,"Ari 25 04 40","Ari 15 30 31","Can 21 28 12"
"Alejandro Davidovich Fokina",663,N/A,N/A,"yang earth","yin earth","yin fire","yin earth","yin wood",N/A,"yang water",rat,snake,rabbit,"Early Summer",earth,galactic,night,203,hand,galactic,warrior,galactic,skyWalker,galactic,mirror,rhythmic,yellow,blue,"Gem 14 23 45","Aqu 24 07 36","Vir 12 04 36"
"Tomas Martin Etcheverry",664,N/A,N/A,"yin metal","yin metal","yin earth","yin earth","yin wood",N/A,"yin earth",sheep,sheep,rabbit,"Late Summer",earth,crystal,worldBridger,246,mirror,crystal,skyWalker,crystal,warrior,crystal,eagle,lunar,red,white,"Can 25 26 15","Lib 04 03 26","Lib 27 50 30"
"Alexei Popyrin",665,N/A,N/A,"yin earth","yin metal","yin earth","yin earth","yin wood",N/A,"yin earth",ox,sheep,rabbit,"Late Summer",earth,selfexisting,seed,4,sun,selfexisting,eagle,selfexisting,wizard,selfexisting,earth,planetary,blue,yellow,"Leo 12 38 07","Tau 22 52 44","Sco 16 03 44"
"Miomir Kecmanovic",666,N/A,N/A,"yin wood","yang water","yang metal","yin earth","yin wood",N/A,"yin wood",rabbit,monkey,rabbit,"Early Autumn",wood,selfexisting,dog,30,worldBridger,selfexisting,moon,selfexisting,sun,selfexisting,monkey,planetary,red,white,"Vir 07 38 44","Tau 05 29 38","Sag 10 48 24"
"Thiago Seyboth Wild",667,N/A,N/A,"yin fire","yin earth","yin wood","yang metal","yang earth",N/A,"yin wood",rabbit,rabbit,dragon,"Mid Spring",wood,cosmic,dragon,221,snake,cosmic,mirror,cosmic,monkey,cosmic,sun,magnetic,white,red,"Pis 20 13 23","Tau 13 50 17","Gem 19 23 44"
"Sebastian Korda",668,N/A,N/A,"yang wood","yang water","yang fire","yang metal","yang earth",N/A,"yang water",rat,horse,dragon,"Mid Summer",water,cosmic,mirror,78,wind,cosmic,dragon,cosmic,star,cosmic,night,magnetic,red,white,"Can 13 45 33","Vir 05 11 56","Lib 14 58 25"
"Felix Auger Aliassime",669,N/A,N/A,"yang earth","yang wood","yang metal","yang metal","yang earth",N/A,"yang earth",dog,monkey,dragon,"Early Autumn",earth,galactic,human,112,warrior,galactic,hand,galactic,wind,galactic,moon,rhythmic,blue,yellow,"Leo 16 14 10","Sag 02 46 58","Sco 19 44 49"
"Sebastian Baez",670,N/A,N/A,"yang metal","yang earth","yang water","yang metal","yang earth",N/A,"yang metal",monkey,rat,dragon,"Mid Winter",metal,resonant,wizard,254,worldBridger,resonant,snake,resonant,seed,resonant,hand,resonant,red,white,"Cap 07 03 55","Aqu 07 09 41","Ari 07 54 21"
"Brandon Nakashima",671,N/A,N/A,"yang earth","yin wood","yin earth","yin metal","yin fire",N/A,"yang earth",dog,sheep,snake,"Late Summer",earth,selfexisting,human,212,star,selfexisting,hand,selfexisting,wind,selfexisting,moon,planetary,blue,yellow,"Leo 11 12 54","Aqu 03 02 22","Sco 14 35 40"
